id_alimento_anmat,nombre,denominacion,marca,categoria,kcal_100g,unidad,proteinas_100g,grasas_100g,carbs_100g
172,Nueces confitadas,,La concepción,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",436.67,g,8.67,28.33,37.0
173,Garbanzos,Garbanzos secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",92.31,g,5.38,1.31,14.62
174,Poroto colorado,Porotos colorados secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
175,Porotos negros,Porotos secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
176,Lenteja,Lentejas secas remojadas,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,7.69,0.0,12.31
177,Arvejas,Arvejas secas remojadas,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",106.15,g,6.15,0.54,19.23
178,Poroto alubia,Porotos alubia secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
179,Poroto mung,Porotos mung secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
180,Poroto cranberry,Porotos cranberry secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
181,Porotos adzuki,Porotos adzuki secos remojados,Don josé,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.08,g,3.85,0.77,17.69
182,Aceite de nuez,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",900.0,ml,0.0,100.0,0.0
183,Jalea de membrillo,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",397.5,g,0.0,0.0,99.25
184,Mermelada de membrillo,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",397.5,g,0.0,0.0,99.25
185,Nueces sin cascara en cuartos,,La concepción,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",664.29,g,15.21,65.21,13.71
186,Nueces sin cascara - mariposas selección elegidas,,La concepción,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",664.29,g,15.21,65.21,13.71
187,Tomate triturado,,Finca aguilar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",28.0,g,1.0,0.4,5.0
188,Arándanos frescos,,Tamara,Vegatales frescos envasados,0.0,g,0.74,0.0,14.49
189,Garbanzos,,Khunpay,Vegetales procesados,338.33,g,20.0,6.0,51.67
190,Lentejas,,Khunpay,Vegetales procesados,301.67,g,20.0,0.0,65.0
191,Porotos alubias,,Khunpay,Vegetales procesados,336.67,g,20.0,0.0,53.33
192,Arvejas partidas,Arvejas,Khunpay,Vegetales procesados,311.67,g,21.67,2.83,61.67
193,Lentejones,,Khunpay,Vegetales procesados,301.67,g,20.0,0.0,65.0
194,Porotos colorados,,Khunpay,Vegetales procesados,333.33,g,20.0,1.17,61.67
195,Porotos negros,,Khunpay,Vegetales procesados,276.67,g,21.67,1.17,60.0
196,Pimientos morrones enteros comunes,,Stronger,Vegetales en conserva,26.0,g,0.0,0.0,5.4
197,Pimientos morrones enteros comunes,,Jumbalay,Vegetales en conserva,26.0,g,0.0,0.0,5.4
198,Pimientos morrones enteros comunes,,Spat,Vegetales en conserva,26.0,g,0.0,0.0,5.4
199,Alegría de caramelo,Salsa de caramelo.,Grido,Vegetales procesados,300.0,g,0.0,0.0,75.0
200,Chocolate irresistible,Salsa de chocolate,Grido,Vegetales procesados,255.0,g,0.0,0.0,60.0
201,Pasion frutos rojos,Salsa de frutos del bosque,Grido,Vegetales procesados,280.0,g,0.0,0.0,70.0
202,Frutilla,Salsa de frutilla,Main fusion,Vegetales procesados,222.22,g,0.0,0.0,55.56
203,Pimientos morrones enteros comunes,,Ancar,Vegetales en conserva,26.0,g,0.0,0.0,54.0
204,Pimientos morrones enteros comunes,,Nogal dorado,Vegetales en conserva,26.0,g,0.0,0.0,5.4
205,Pimientos morrones enteros comunes,,Rey de reyes,Vegetales en conserva,26.0,g,0.0,0.0,5.4
206,Arándanos,Arándanos en rodajas glaseados y deshidratados,Nut company,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",350.0,g,0.4,0.6,82.0
207,Nuez pecan,Nuez pecan sin cáscara,La fantasia,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",710.0,g,9.0,70.0,12.0
208,Tofu,Alimento a base de poroto de soja,Sozoe,Semillas enteras o procesadas,87.5,g,14.0,0.0,8.0
209,Pasta de nuez pecan con miel,,Ramada,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",630.0,g,15.0,50.0,23.0
210,Pasta de zapallo,,El berjel,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",110.0,g,1.0,3.0,15.75
211,Pasta de mani,Pasta de mani,Tiyuca,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",613.33,g,27.33,50.0,14.0
212,Pulpa de arándanos,,Quinta santa teresita,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",58.0,g,0.0,0.0,14.4
213,Escabeche de berenjena,,El berjel,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",160.0,g,1.5,14.0,4.5
214,Nuez pecan,Nueces pecan sin cascara,Aldea don jilio,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",786.67,g,8.33,80.0,10.0
215,Semillas de girasol tostadas y saladas,Semillas de girasol tostadas y saladas,Meli,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",200.0,g,12.0,16.67,0.0
216,Extracto simple de tomate,Extracto de tomate simple,Doña pupa,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",66.67,g,2.0,0.0,15.33
217,Girasol rosario del tala,Semillas de girasol tostadas y saladas,Rostan ulises nehuen,Semillas enteras o procesadas,600.0,g,25.33,52.67,6.67
218,Almendras peladas natural,Almendras sin cascara,Helnuts,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",590.0,g,21.0,53.33,18.33
219,Mix 4 semillas,"Mezcla de semillas de lino, sésamo integral, girasol y chia",Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",553.33,g,18.0,44.0,27.33
220,Porotos alubia sin sal agregada,Porotos alubia secos remojados sin sal agregada,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",99.23,g,8.46,0.77,14.62
221,Arvejas sin sal agregada,Arvejas secas remojadas sin sal agregada,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",92.31,g,6.31,0.31,16.15
222,Pasta de almendras natural,Pasta de almendras,Helnuts,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",590.0,g,21.0,50.0,18.5
223,Garbanzos sin sal agregada,Garbanzos secos remojados sin sal agregada,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",116.15,g,7.0,2.31,16.92
224,Lentejas sin sal agregada,Lentejas secas remojadas sin sal agregada,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",93.85,g,6.85,0.23,16.15
225,Pasta de nuez pecan natural,Pasta de nuez pecan,Helnuts,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",770.0,g,8.0,75.0,10.0
226,Choclo sin sal agregada,Granos de choclo amarillo sin sal agregada,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",82.31,g,2.92,1.23,14.62
227,Untable de mani protein cookies and cream,Producto untable dietetico base de pasta de maní con proteína de arveja con glucosidos de esteviol sabor cookies and cream,Entrenuts protein,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",560.0,g,37.0,38.0,17.0
228,Nuez pecan peladas en mitades natural,Nueces pecan sin cascara en mitades natural,Helnuts,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",756.67,g,8.0,76.67,10.0
229,Untable de mani protein salted caramel,Producto untable dietetico a base de pasta de maní con proteína de arveja con glucósidos de esteviol sabor caramelo salado,Entrenuts protein,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",560.0,g,37.0,38.0,17.0
230,Mix duo,Mezcla de nueces y almendras,Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",620.0,g,17.33,60.0,16.67
231,Almendras tostadas con sal,Almendras sin cascara tostadas con sal agregada,Helnuts,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",590.0,g,21.0,53.33,18.33
232,Garbanzos,Garbanzos,Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",371.67,g,20.0,6.67,50.0
233,Batatas en cubos,Batatas en cubos,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",60.77,g,1.23,0.0,13.08
234,Jardinera con choclo,Jardinera de hortalizas y legumbres con granos de choclo amarilo,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",49.23,g,2.38,0.54,8.46
235,Mix arvejas y zanahorias,Arvejas secas remojadas y zanahorias en cubos,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",69.23,g,5.08,0.54,10.77
236,Nuez pecan tostadas con sal,Nueces pecan sin cascara en mitades tostadas con sal agregada,Helnuts,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",756.67,g,8.0,76.67,10.0
237,Mix euro,"Mezcla de pasas de uvas, castañas de caju, nueces y almendras",Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",533.33,g,13.33,46.67,33.33
238,Papas en cubos,Papas en cubos,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",37.69,g,1.08,0.31,7.69
239,Mix de zanahoria y choclo,Zanahorias en cubos y granos de choclo amarillos enteros,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",56.15,g,1.85,0.0,10.77
240,Arveja partida,,Culminante,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",230.0,g,13.33,0.0,41.67
241,Arvejas,Arvejas enteras,Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",383.33,g,23.33,1.33,66.67
242,Sesamo organico,Semillas de sesamo,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",647.62,g,20.95,57.14,12.86
243,Lino,Semillas de lino,Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",533.33,g,20.0,40.0,20.0
244,Mix frutos secos,"Mezcla de nueces, almendras y castañas caju",Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",526.67,g,16.0,36.0,38.0
245,Lentejas,Lentejas,Nut company,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",416.67,g,23.33,1.5,66.67
246,Pasas de uva,,Nut company,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",336.67,g,3.33,0.0,80.0
247,Nuez pecan sin cascara en mitades,Nuez pecan sin cascara en mitades,Ecopecan,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",0.0,g,10.0,70.0,13.3
248,Pasta de mani,Pasta de mani y edulcorante no nutritivo,Blute,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",606.67,g,25.33,50.0,14.0
249,Lentejas,,Culminante,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",340.0,g,25.0,1.17,60.0
250,Pasta de mani con cacao,Pasta de mani con cacao y edulcorante no nutritivo,Blute,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",580.0,g,25.33,47.33,13.33
251,Porotos colorados organicos,Porotos colorados,By na naturalmente alimentos,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",336.0,g,22.0,1.0,60.0
252,Garbanzos organicos,Garbanzos,By na naturalmente alimentos,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",378.0,g,20.0,6.0,62.0
253,Mani crocante sabor a pizza,Mani con cobertura sabor a pizza,La chyru,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",488.0,g,11.2,26.0,52.0
254,Pasta de mani crocante,Pasta de mani con trozos de mani,Blute,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",606.67,g,25.33,50.0,14.0
255,Pasta de maní natural,Pasta de maní,Blute,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",606.67,g,25.33,50.0,14.0
256,Mix arveja y choclo,Arvejas secas remojadas y granos de choclos amarillos enteros,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",86.15,g,4.77,0.62,15.38
257,Pasta de mani crocante,Pasta de mani con trozos de mani,Entrenuts,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",593.33,g,25.33,50.0,17.33
258,Jardinera,Jardinera de hortalizas y legumbres,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",75.38,g,4.23,0.0,14.62
259,Tomate triturado,,Sabrosito,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",23.33,g,1.0,0.0,5.0
260,Frijoles colorados porotos colorados,Porotos colorados secos remojados,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",99.23,g,8.46,0.77,14.62
261,Tofu al pesto,Alimento a base de porotos de soja con albahaca y ajo,Soyland,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",100.0,g,17.5,1.5,6.5
262,Tofu ahumado,Alimento a base de porotos de soja ahumado,Soyland,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",130.0,g,17.5,2.5,9.0
263,Porotos alubia,Porotos alubia,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",332.0,g,24.0,0.8,60.0
264,Porotos mung,Porotos mung,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",348.0,g,24.0,1.2,62.0
265,Porotos adzuki,Porotos adzuki,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",290.0,g,24.0,2.8,42.0
266,Porotos negros organicos,Porotos negros,By na naturalmente alimentos,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",340.0,g,22.0,1.4,62.0
267,Porotos blancos organicos,Porotos blancos,By na naturalmente alimentos,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",332.0,g,24.0,0.8,60.0
268,Semillas chia,Semillas de chia,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",680.0,g,20.0,46.67,60.0
269,Semillas de lino,Semillas de lino,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",746.67,g,26.67,60.0,40.0
270,Semillas de sesamo,Semillas de sesamo,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",906.67,g,26.67,80.0,18.0
271,Porotos negros,Porotos negros,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",340.0,g,22.0,1.4,62.0
272,Porotos colorados,Porotos colorados,La esquina de las flores,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",336.0,g,22.0,1.0,60.0
273,Arvejas,Arvejas secas remojadas,Doña pupa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",92.31,g,6.31,0.31,16.15
274,De la huerta,Arvejas secas remojadas,Baggio,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",106.15,g,5.69,0.0,20.77
275,Garbanzos,Garbanzos,La esquina de las flores,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",378.0,g,20.0,6.0,62.0
276,Poroto negro organico,Porotos negros,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",340.0,g,22.0,1.4,62.0
277,Poroto alubia organico,Porotos alubia,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",332.0,g,24.0,0.8,60.0
278,Lino,Semillas de lino,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",533.33,g,20.0,40.0,26.67
279,Chia,Semillas de chia,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",486.67,g,13.33,26.67,40.0
280,Pasta de mani crocante dia,Pasta de mani con trozos de mani,Dia,Semillas enteras o procesadas,606.67,g,25.33,50.0,14.0
281,Pasta de mani natural,Pasta de mani libre de gluten,Dia,Semillas enteras o procesadas,606.67,g,25.33,50.0,14.0
282,Poroto mung organico,Porotos mung,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",348.0,g,24.0,1.2,62.0
283,Poroto colorado organico,Porotos colorados,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",336.0,g,22.0,1.0,60.0
284,Poroto adzuki organico,Porotos adzuki,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",290.0,g,24.0,2.8,42.0
285,Garbanzo organico,Garbanzos,Pampa's organic,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",378.0,g,20.0,6.0,62.0
286,Untable de mani cacao,Producto untable dietetico a base de pasta de mani con cacao y glucosidos de esteviol.,Classic,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",580.0,g,25.0,47.5,13.5
287,Untable de mani stevia,Producto untable dietetico a base de pasta de mani con glucosidos de esteviol.,Classic,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",605.0,g,25.0,50.0,14.0
288,Pasta de mani crocante,Pasta de mani con trozos de mani,Classic,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",605.0,g,25.0,50.0,14.0
289,Pasta de mani natural,Pasta de mani,Classic,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",605.0,g,25.0,50.0,14.0
290,Zarzamoras congeladas listas para el consumo directo,,Be berry!,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",78.0,g,0.0,0.0,18.0
291,Frambuesas congeladas listas para el consumo directo,,Be berry!,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",7800.0,g,0.0,0.0,1800.0
292,Frutillas congeladas,Frutillas congeladas listas para el consumo directo,Be berries,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",32.0,g,0.0,0.0,7.0
